flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
U22165-414929,2024-10-11,15:35,16:44,U2,easyJet,U22165,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
U22271-714915,2024-09-27,11:15,12:27,U2,easyJet,U22271,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
U25629-149175,2024-06-13,12:30,13:28,U2,easyJet,U25629,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
EI9453-811029,2024-05-30,14:55,15:58,EI,Aer Lingus,EI9453,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
U29649-707523,2024-05-03,18:45,19:45,U2,easyJet,U29649,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
FR4685-043078,2024-04-02,23:05,23:58,FR,Ryanair,FR4685,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
EI940-621879,2024-03-31,22:25,23:21,EI,Aer Lingus,EI940,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
EI8637-074545,2024-12-18,12:55,13:39,EI,Aer Lingus,EI8637,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
BA8308-200511,2024-02-23,13:55,14:57,BA,British Airways,BA8308,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
U23288-527291,2024-10-26,08:25,09:19,U2,easyJet,U23288,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
EI2620-496805,2024-01-16,21:20,21:44,EI,Aer Lingus,EI2620,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
U27597-647286,2024-02-25,10:20,11:12,U2,easyJet,U27597,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
FR4590-301325,2024-01-03,20:05,21:10,FR,Ryanair,FR4590,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR6854-052580,2024-03-09,11:05,12:14,FR,Ryanair,FR6854,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
U26977-524448,2024-10-05,09:00,10:04,U2,easyJet,U26977,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
FR1034-492773,2024-09-09,17:15,18:15,FR,Ryanair,FR1034,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
BA5533-061376,2024-03-12,18:05,19:12,BA,British Airways,BA5533,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
BA641-966952,2024-01-01,20:10,21:20,BA,British Airways,BA641,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
U24171-587452,2024-10-27,06:50,07:58,U2,easyJet,U24171,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
EI3123-038677,2024-07-18,18:50,19:46,EI,Aer Lingus,EI3123,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
U22626-990053,2024-08-13,20:15,21:21,U2,easyJet,U22626,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
U20589-515003,2024-03-01,13:15,14:22,U2,easyJet,U20589,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
U21156-956050,2024-01-31,21:45,22:53,U2,easyJet,U21156,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
BA1892-688713,2024-10-04,14:20,15:21,BA,British Airways,BA1892,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
EI0391-644266,2024-04-06,16:10,17:21,EI,Aer Lingus,EI0391,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
EI4474-102056,2024-05-25,10:25,10:43,EI,Aer Lingus,EI4474,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
BA8264-045038,2024-06-19,11:10,12:15,BA,British Airways,BA8264,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
BA7971-482980,2024-03-12,14:25,14:53,BA,British Airways,BA7971,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
EI3444-070195,2024-04-20,16:55,17:27,EI,Aer Lingus,EI3444,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
U29067-038604,2024-08-16,16:05,17:11,U2,easyJet,U29067,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
FR2314-074439,2024-03-09,07:10,07:38,FR,Ryanair,FR2314,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
FR1199-008467,2024-08-02,04:20,05:26,FR,Ryanair,FR1199,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
BA6806-275817,2024-11-15,04:25,05:08,BA,British Airways,BA6806,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
EI8831-257603,2024-08-31,07:45,08:41,EI,Aer Lingus,EI8831,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
U23656-939889,2024-11-14,18:20,19:26,U2,easyJet,U23656,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
FR4121-676652,2024-12-09,09:35,09:55,FR,Ryanair,FR4121,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
U22018-026192,2024-07-30,16:00,16:34,U2,easyJet,U22018,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Widebody
BA4030-439944,2024-04-29,09:35,10:23,BA,British Airways,BA4030,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
EI164-916511,2024-03-06,18:55,19:21,EI,Aer Lingus,EI164,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
BA5258-606338,2024-05-28,09:25,10:37,BA,British Airways,BA5258,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
BA9255-841212,2024-11-20,08:15,08:51,BA,British Airways,BA9255,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
FR019-917062,2024-10-14,21:25,22:25,FR,Ryanair,FR019,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
FR7728-061625,2024-07-07,16:20,16:44,FR,Ryanair,FR7728,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
EI9370-595144,2024-07-15,20:15,21:29,EI,Aer Lingus,EI9370,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
U26933-102990,2024-01-10,16:10,17:11,U2,easyJet,U26933,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
U25219-006921,2024-12-26,09:00,10:13,U2,easyJet,U25219,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
U26081-850116,2024-04-17,08:05,09:00,U2,easyJet,U26081,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
BA4674-965326,2024-08-16,00:55,02:06,BA,British Airways,BA4674,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
BA4423-210393,2024-09-12,13:45,14:23,BA,British Airways,BA4423,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
FR5265-407188,2024-09-03,21:15,22:28,FR,Ryanair,FR5265,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
U23626-269640,2024-09-24,23:30,00:15,U2,easyJet,U23626,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
U26812-590223,2024-04-08,07:55,08:49,U2,easyJet,U26812,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
U20231-394289,2024-12-29,20:00,20:36,U2,easyJet,U20231,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
BA9274-545699,2024-10-20,05:40,06:00,BA,British Airways,BA9274,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U22935-685192,2024-05-26,08:10,09:02,U2,easyJet,U22935,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
EI1606-793451,2024-02-15,23:05,23:29,EI,Aer Lingus,EI1606,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
U21101-054147,2024-08-23,16:30,17:36,U2,easyJet,U21101,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
FR6656-681651,2024-09-20,13:05,14:02,FR,Ryanair,FR6656,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
BA3519-285177,2024-01-16,15:35,16:24,BA,British Airways,BA3519,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
U27967-169073,2024-06-18,22:05,22:19,U2,easyJet,U27967,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
EI2826-152761,2024-11-11,17:45,18:20,EI,Aer Lingus,EI2826,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Widebody
EI1844-740217,2024-12-03,06:35,07:43,EI,Aer Lingus,EI1844,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
BA5172-812227,2024-09-05,19:40,20:13,BA,British Airways,BA5172,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
U20176-415532,2024-06-08,03:15,04:05,U2,easyJet,U20176,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
U21150-245409,2024-03-18,21:15,22:27,U2,easyJet,U21150,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
FR2010-116456,2024-08-18,11:00,12:11,FR,Ryanair,FR2010,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
U25666-594292,2024-06-27,21:40,22:46,U2,easyJet,U25666,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
FR3905-697250,2024-09-17,04:40,05:15,FR,Ryanair,FR3905,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
EI8275-730321,2024-02-21,07:05,08:00,EI,Aer Lingus,EI8275,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR786-765644,2024-01-24,19:50,21:02,FR,Ryanair,FR786,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
FR4316-305706,2024-11-18,10:20,11:24,FR,Ryanair,FR4316,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
U23069-624083,2024-04-05,15:40,15:56,U2,easyJet,U23069,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
EI6654-112399,2024-04-23,14:45,15:26,EI,Aer Lingus,EI6654,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
U2948-504913,2024-06-17,11:35,12:17,U2,easyJet,U2948,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
FR1410-384129,2024-03-25,06:45,07:13,FR,Ryanair,FR1410,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
FR1490-012711,2024-04-02,13:50,14:50,FR,Ryanair,FR1490,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
EI7079-376459,2024-02-11,08:25,08:45,EI,Aer Lingus,EI7079,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
BA9102-666730,2024-08-21,11:05,12:08,BA,British Airways,BA9102,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
EI1613-179712,2024-01-19,15:30,16:33,EI,Aer Lingus,EI1613,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
BA8597-598412,2024-07-11,06:50,07:52,BA,British Airways,BA8597,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
U26417-531117,2024-01-01,08:50,10:06,U2,easyJet,U26417,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
BA4123-135130,2024-02-26,07:25,07:41,BA,British Airways,BA4123,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
EI4671-030340,2024-09-25,08:35,09:10,EI,Aer Lingus,EI4671,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
BA8786-721714,2024-10-04,21:25,22:06,BA,British Airways,BA8786,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
BA7157-910292,2024-06-23,08:25,09:24,BA,British Airways,BA7157,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
U23591-797584,2024-08-25,02:40,03:17,U2,easyJet,U23591,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
FR3956-085649,2024-01-01,19:45,20:01,FR,Ryanair,FR3956,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
EI8941-123920,2024-02-07,09:30,10:35,EI,Aer Lingus,EI8941,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
FR5526-448862,2024-06-25,06:10,06:43,FR,Ryanair,FR5526,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
U25767-371491,2024-09-13,16:00,16:16,U2,easyJet,U25767,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
BA0703-828044,2024-08-28,12:50,13:55,BA,British Airways,BA0703,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
U29325-467566,2024-08-14,10:55,11:39,U2,easyJet,U29325,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
FR4694-998963,2024-04-18,13:55,14:55,FR,Ryanair,FR4694,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
FR243-826839,2024-07-12,15:40,16:48,FR,Ryanair,FR243,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
BA1826-029346,2024-10-01,10:10,10:58,BA,British Airways,BA1826,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
U21106-254375,2024-05-04,10:30,10:52,U2,easyJet,U21106,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
BA8682-789564,2024-12-05,21:35,22:37,BA,British Airways,BA8682,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
FR7787-508521,2024-09-29,10:05,10:46,FR,Ryanair,FR7787,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
U27042-131945,2024-01-09,19:35,20:00,U2,easyJet,U27042,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
U24473-430146,2024-03-20,15:55,16:59,U2,easyJet,U24473,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
BA9888-004270,2024-07-21,18:25,19:39,BA,British Airways,BA9888,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
EI7103-205923,2024-11-10,00:25,01:37,EI,Aer Lingus,EI7103,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
U25791-579230,2024-03-09,12:50,14:00,U2,easyJet,U25791,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
EI8023-565834,2024-09-09,09:40,10:42,EI,Aer Lingus,EI8023,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
U20861-830817,2024-04-04,18:05,18:27,U2,easyJet,U20861,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
EI906-124884,2024-07-18,17:45,18:56,EI,Aer Lingus,EI906,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
U21277-736961,2024-06-14,07:00,07:21,U2,easyJet,U21277,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
EI1208-497704,2024-11-11,06:00,07:07,EI,Aer Lingus,EI1208,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
FR834-806749,2024-04-28,10:10,11:24,FR,Ryanair,FR834,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
FR5474-086765,2024-11-01,11:50,12:06,FR,Ryanair,FR5474,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
U24678-952467,2024-07-25,10:50,11:54,U2,easyJet,U24678,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
FR9400-726353,2024-03-28,09:50,10:39,FR,Ryanair,FR9400,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
BA9455-225982,2024-01-02,11:20,12:21,BA,British Airways,BA9455,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
EI3027-260155,2024-10-26,10:50,11:18,EI,Aer Lingus,EI3027,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
FR4289-892629,2024-05-05,21:05,21:37,FR,Ryanair,FR4289,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
EI805-319243,2024-02-21,21:55,23:10,EI,Aer Lingus,EI805,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
EI2454-290321,2024-09-02,18:05,19:01,EI,Aer Lingus,EI2454,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
EI9868-658177,2024-07-05,16:10,16:34,EI,Aer Lingus,EI9868,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
BA8442-442332,2024-05-07,19:00,20:02,BA,British Airways,BA8442,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
EI4387-558921,2024-12-05,23:20,00:28,EI,Aer Lingus,EI4387,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
BA7617-425822,2024-12-12,13:20,14:23,BA,British Airways,BA7617,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
FR5612-682987,2024-08-27,00:40,01:53,FR,Ryanair,FR5612,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
U27575-167700,2024-04-26,01:30,02:30,U2,easyJet,U27575,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
BA0167-074592,2024-07-07,13:20,13:36,BA,British Airways,BA0167,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
BA5655-411401,2024-06-11,14:30,15:24,BA,British Airways,BA5655,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
BA1556-865592,2024-10-08,01:35,02:31,BA,British Airways,BA1556,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
