,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
505,U24548-359573,0,0,23,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-01-10 11:30:00,2024-01-10 12:21:00,1,11,2,1,51.0,0,445,0
506,EI6305-020846,2,0,1,Aer Lingus,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-11-22 19:35:00,2024-11-22 20:32:00,0,19,4,11,57.0,1,432,1
507,BA2524-009593,3,0,5,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-11-12 09:00:00,2024-11-12 09:52:00,0,9,1,11,52.0,1,419,1
508,U24922-820865,2,0,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-03-17 11:10:00,2024-03-17 11:42:00,0,11,6,3,32.0,1,435,0
509,BA3645-931087,0,0,1,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-09-01 19:00:00,2024-09-01 19:13:00,0,19,6,9,13.0,0,411,1
510,EI8188-745533,2,0,7,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-05-09 08:40:00,2024-05-09 09:36:00,0,8,3,5,56.0,1,435,1
511,BA1573-365533,0,0,8,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-10-25 16:30:00,2024-10-25 17:09:00,0,16,4,10,39.0,0,419,1
512,BA4935-114003,1,1,3,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-05-08 23:15:00,2024-05-08 00:19:00,0,23,2,5,-1376.0,0,411,0
513,BA1202-783415,0,1,7,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-07-10 17:10:00,2024-07-10 17:36:00,0,17,2,7,26.0,0,458,1
514,FR2337-522550,1,3,29,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-08-24 16:00:00,2024-08-24 16:34:00,1,16,5,8,34.0,1,400,1
515,U26800-215181,2,2,29,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-10-29 08:10:00,2024-10-29 09:10:00,1,8,1,10,60.0,1,435,1
516,EI8303-160211,1,1,4,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-03-20 10:15:00,2024-03-20 11:17:00,0,10,2,3,62.0,0,445,0
517,EI0350-912362,0,1,1,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-03-07 12:15:00,2024-03-07 13:20:00,0,12,3,3,65.0,0,445,0
518,BA1627-594803,1,1,8,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-02-04 05:55:00,2024-02-04 07:05:00,0,5,6,2,70.0,0,435,0
519,U23562-658627,1,0,14,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-09-27 06:30:00,2024-09-27 07:36:00,0,6,4,9,66.0,0,400,1
520,EI8668-161810,1,0,2,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-03-28 18:50:00,2024-03-28 19:47:00,0,18,3,3,57.0,0,411,1
521,BA9930-189936,0,2,0,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-09-10 11:15:00,2024-09-10 11:31:00,0,11,1,9,16.0,1,445,0
522,U20997-880054,0,2,3,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-07-27 21:20:00,2024-07-27 21:56:00,0,21,5,7,36.0,1,400,0
523,EI3258-763191,1,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-05-11 11:30:00,2024-05-11 12:21:00,0,11,5,5,51.0,0,458,0
524,FR6370-769086,0,2,0,Ryanair,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-08-06 13:10:00,2024-08-06 13:43:00,0,13,1,8,33.0,1,458,0
525,U26434-404523,2,2,40,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-04-27 08:15:00,2024-04-27 08:47:00,1,8,5,4,32.0,1,400,1
526,FR3416-503208,0,1,21,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-06-23 02:45:00,2024-06-23 03:37:00,1,2,6,6,52.0,0,411,0
527,BA0102-744773,1,1,9,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-02-24 14:00:00,2024-02-24 14:57:00,0,14,5,2,57.0,0,419,0
528,U26035-743175,1,1,21,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-03-05 06:20:00,2024-03-05 06:38:00,1,6,1,3,18.0,0,432,1
529,FR6360-471741,0,2,0,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-07-05 17:05:00,2024-07-05 18:13:00,0,17,4,7,68.0,1,445,1
530,FR1083-530899,0,1,42,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-06-11 14:20:00,2024-06-11 14:35:00,1,14,1,6,15.0,0,445,0
531,BA5154-890345,0,1,10,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-11-10 22:30:00,2024-11-10 23:36:00,0,22,6,11,66.0,0,400,0
532,BA7255-627107,1,1,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-04-07 00:35:00,2024-04-07 01:45:00,0,0,6,4,70.0,0,435,0
533,EI7054-215386,3,1,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-07-26 06:50:00,2024-07-26 07:17:00,0,6,4,7,27.0,1,411,1
534,U24716-817912,1,1,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-05-17 09:25:00,2024-05-17 10:26:00,0,9,4,5,61.0,0,400,1
535,BA9023-052683,1,1,4,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-06-26 15:05:00,2024-06-26 15:18:00,0,15,2,6,13.0,0,445,0
536,FR9702-585351,2,1,8,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-04-11 14:45:00,2024-04-11 15:03:00,0,14,3,4,18.0,1,411,0
537,EI3003-220953,1,1,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-05-12 13:05:00,2024-05-12 13:41:00,0,13,6,5,36.0,0,419,0
538,U22906-887759,0,0,4,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-11-03 15:05:00,2024-11-03 16:20:00,0,15,6,11,75.0,0,445,0
539,BA8790-934453,2,1,0,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-03-15 16:45:00,2024-03-15 17:48:00,0,16,4,3,63.0,1,458,1
540,FR9335-603107,1,2,4,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-11-15 18:45:00,2024-11-15 19:53:00,0,18,4,11,68.0,1,458,1
541,FR8374-986672,2,2,7,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-03-14 19:10:00,2024-03-14 20:27:00,0,19,3,3,77.0,1,432,1
542,FR4058-462394,1,0,23,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-09-01 07:50:00,2024-09-01 08:03:00,1,7,6,9,13.0,0,411,1
543,U24421-664330,1,0,42,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-01-24 06:30:00,2024-01-24 07:22:00,1,6,2,1,52.0,0,445,1
544,EI7448-764202,0,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-11-24 00:40:00,2024-11-24 01:56:00,0,0,6,11,76.0,0,458,0
545,FR7381-589023,0,0,6,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-07-19 13:35:00,2024-07-19 14:39:00,0,13,4,7,64.0,0,458,0
546,U28505-665134,1,2,47,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-06-18 10:40:00,2024-06-18 11:14:00,1,10,1,6,34.0,1,419,0
547,FR6575-464244,0,0,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-05-19 08:55:00,2024-05-19 09:34:00,0,8,6,5,39.0,0,435,1
548,EI5484-124737,1,0,6,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-03-22 14:05:00,2024-03-22 15:11:00,0,14,4,3,66.0,0,400,0
549,BA3323-690680,3,0,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-11-04 16:35:00,2024-11-04 17:19:00,0,16,0,11,44.0,1,435,1
550,FR4640-109249,1,0,2,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-11-20 01:45:00,2024-11-20 02:55:00,0,1,2,11,70.0,0,458,0
551,EI303-616923,2,0,23,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-12-21 22:45:00,2024-12-21 23:09:00,1,22,5,12,24.0,1,400,0
552,EI5788-559593,0,2,3,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-10-02 12:05:00,2024-10-02 12:52:00,0,12,2,10,47.0,1,435,0
553,U26706-163560,2,1,22,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-09-02 09:35:00,2024-09-02 10:27:00,1,9,0,9,52.0,1,411,1
554,FR1108-175609,1,0,6,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-07-02 16:50:00,2024-07-02 17:52:00,0,16,1,7,62.0,0,400,1
555,FR0570-011309,3,0,39,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-07-12 04:00:00,2024-07-12 04:14:00,1,4,4,7,14.0,1,432,0
556,EI4615-434391,1,2,6,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-10-07 06:15:00,2024-10-07 07:15:00,0,6,0,10,60.0,1,445,1
557,BA3488-631584,0,0,9,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-10-07 08:10:00,2024-10-07 09:06:00,0,8,0,10,56.0,0,419,1
558,U27590-780630,0,2,4,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-05-09 00:55:00,2024-05-09 02:00:00,0,0,3,5,65.0,1,411,0
559,BA2248-558604,0,1,8,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-04-28 22:10:00,2024-04-28 23:07:00,0,22,6,4,57.0,0,419,0
560,FR9016-559481,0,0,0,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-01-12 15:45:00,2024-01-12 16:44:00,0,15,4,1,59.0,0,411,0
561,BA4075-198411,0,1,32,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-03-14 18:35:00,2024-03-14 19:33:00,1,18,3,3,58.0,0,419,1
562,FR2285-350353,0,1,6,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-09-12 18:40:00,2024-09-12 19:05:00,0,18,3,9,25.0,0,445,1
563,EI5701-876573,0,2,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-01-05 06:15:00,2024-01-05 06:54:00,0,6,4,1,39.0,1,435,1
564,EI5193-597700,0,0,8,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-12-29 12:25:00,2024-12-29 13:21:00,0,12,6,12,56.0,0,411,0
565,FR1548-738921,1,0,30,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-08-23 10:15:00,2024-08-23 10:54:00,1,10,4,8,39.0,0,419,0
566,U24192-158368,1,2,0,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-12-29 06:35:00,2024-12-29 07:01:00,0,6,6,12,26.0,1,445,1
567,FR8880-135765,0,0,19,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-08-24 07:40:00,2024-08-24 08:43:00,1,7,5,8,63.0,0,432,1
568,BA3263-701436,2,0,4,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-04-23 14:40:00,2024-04-23 15:46:00,0,14,1,4,66.0,1,400,0
569,EI3483-477593,0,1,0,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-08-02 07:00:00,2024-08-02 07:16:00,0,7,4,8,16.0,0,445,1
570,U2785-808329,0,0,3,easyJet,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-04-19 11:45:00,2024-04-19 12:10:00,0,11,4,4,25.0,0,400,0
571,FR2104-540606,0,0,5,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-04-26 18:45:00,2024-04-26 19:43:00,0,18,4,4,58.0,0,419,1
572,U23458-868493,1,2,2,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-04-17 10:50:00,2024-04-17 11:40:00,0,10,2,4,50.0,1,458,0
573,FR8444-710653,0,0,30,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-11-04 11:35:00,2024-11-04 12:32:00,1,11,0,11,57.0,0,445,0
574,EI7006-717761,2,2,4,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-12-26 02:45:00,2024-12-26 03:46:00,0,2,3,12,61.0,1,432,0
575,EI8410-838857,2,0,5,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-09-19 03:20:00,2024-09-19 03:44:00,0,3,3,9,24.0,1,445,0
576,EI1683-117419,0,1,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-05-20 01:30:00,2024-05-20 02:09:00,0,1,0,5,39.0,0,435,0
577,U24684-524183,1,1,4,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-05-19 21:55:00,2024-05-19 22:57:00,0,21,6,5,62.0,0,419,0
578,BA1395-202164,0,0,7,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-07-10 13:10:00,2024-07-10 13:38:00,0,13,2,7,28.0,0,445,0
579,BA4341-593650,0,1,2,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-02-16 20:15:00,2024-02-16 21:24:00,0,20,4,2,69.0,0,400,0
580,U25685-096276,0,1,15,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-04-14 16:20:00,2024-04-14 16:50:00,1,16,6,4,30.0,0,400,1
581,EI9142-173789,1,2,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-05-01 15:35:00,2024-05-01 16:24:00,0,15,2,5,49.0,1,435,0
582,FR7781-039857,1,1,6,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-07-16 12:55:00,2024-07-16 14:04:00,0,12,1,7,69.0,0,400,0
583,FR9896-814166,3,2,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-02-18 14:45:00,2024-02-18 15:12:00,0,14,6,2,27.0,1,435,0
584,BA1740-156350,2,1,5,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-01-30 07:05:00,2024-01-30 08:01:00,0,7,1,1,56.0,1,400,1
585,FR1736-166954,3,0,14,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-09-10 09:15:00,2024-09-10 10:15:00,0,9,1,9,60.0,1,435,1
586,U25008-224316,1,0,26,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-09-20 08:15:00,2024-09-20 09:11:00,1,8,4,9,56.0,0,445,1
587,FR0432-779277,0,0,0,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-12-09 04:40:00,2024-12-09 04:56:00,0,4,0,12,16.0,0,432,0
588,EI8705-287239,1,1,26,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-04-23 09:40:00,2024-04-23 09:56:00,1,9,1,4,16.0,0,411,1
589,U26928-273366,1,2,0,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-02-02 07:10:00,2024-02-02 08:18:00,0,7,4,2,68.0,1,432,1
590,BA1810-423962,2,3,11,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-02-06 07:50:00,2024-02-06 08:54:00,0,7,1,2,64.0,1,458,1
591,FR7604-764651,2,0,1,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-02-05 11:35:00,2024-02-05 12:14:00,0,11,0,2,39.0,1,400,0
592,EI365-148103,0,2,3,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-06-15 11:25:00,2024-06-15 11:51:00,0,11,5,6,26.0,1,400,0
593,EI544-597648,3,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-11-04 00:15:00,2024-11-04 01:16:00,0,0,0,11,61.0,1,458,0
594,BA3931-598082,0,3,2,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-05-06 09:35:00,2024-05-06 10:33:00,0,9,0,5,58.0,1,435,1
595,EI1662-900796,0,1,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-07-20 20:25:00,2024-07-20 21:38:00,0,20,5,7,73.0,0,432,0
596,U21629-819816,1,0,2,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-06-27 13:50:00,2024-06-27 15:04:00,0,13,3,6,74.0,0,458,0
597,U25296-765953,0,0,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-02-25 02:15:00,2024-02-25 02:43:00,0,2,6,2,28.0,0,435,0
598,FR7469-241537,0,1,6,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-08-07 04:10:00,2024-08-07 04:26:00,0,4,2,8,16.0,0,432,0
599,EI9232-153049,1,0,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-18 15:05:00,2024-11-18 15:41:00,0,15,0,11,36.0,0,400,0
600,U20824-099853,1,0,1,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-10-04 12:15:00,2024-10-04 13:05:00,0,12,4,10,50.0,0,432,0
601,EI1936-352485,0,2,35,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-07-27 09:15:00,2024-07-27 09:42:00,1,9,5,7,27.0,1,458,1
602,BA3370-632995,0,1,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-01-13 11:45:00,2024-01-13 12:45:00,0,11,5,1,60.0,0,435,0
603,EI6134-450291,3,2,21,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-06-12 16:35:00,2024-06-12 17:40:00,1,16,2,6,65.0,1,445,1
604,U22971-788336,1,1,0,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-04-15 13:40:00,2024-04-15 14:02:00,0,13,0,4,22.0,0,445,0
605,U21790-917989,0,2,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-05-26 23:00:00,2024-05-26 23:44:00,0,23,6,5,44.0,1,400,0
606,FR6220-037695,1,0,38,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-07-20 06:35:00,2024-07-20 07:29:00,1,6,5,7,54.0,0,411,1
607,EI4101-582069,0,0,7,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-10-24 14:35:00,2024-10-24 15:30:00,0,14,3,10,55.0,0,435,0
608,BA7913-705663,0,0,0,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-11-30 12:55:00,2024-11-30 14:07:00,0,12,5,11,72.0,0,445,0
609,BA3610-527849,0,2,38,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-06-09 11:05:00,2024-06-09 12:09:00,1,11,6,6,64.0,1,445,0
610,FR8121-374642,0,2,0,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-04-22 22:40:00,2024-04-22 22:57:00,0,22,0,4,17.0,1,432,0
611,BA9875-800823,0,1,4,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-10-10 20:50:00,2024-10-10 21:51:00,0,20,3,10,61.0,0,432,0
612,EI5312-976830,0,1,2,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-17 10:00:00,2024-11-17 10:48:00,0,10,6,11,48.0,0,400,0
613,FR1451-113271,1,1,2,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-03-12 18:55:00,2024-03-12 20:09:00,0,18,1,3,74.0,0,458,1
