,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
854,BA4600-311904,Light,Breezy,0,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-09-19 10:50:00
855,BA0679-405375,Light,Windy,7,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-10-12 14:39:00
856,FR0801-319960,Light,Breezy,43,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-08-07 09:01:00
857,EI3842-795879,Dry,Very Windy,2,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-05-13 03:55:00
858,BA1486-730836,Moderate,Calm,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-03-09 16:14:00
859,FR4087-466056,Dry,Breezy,8,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-07-10 00:53:00
860,EI7728-093151,Heavy,Breezy,2,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-06-01 10:24:00
861,BA3745-263136,Dry,Breezy,20,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-12-09 04:30:00
862,U23355-967766,Light,Calm,0,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-07-18 21:57:00
863,EI2595-656605,Dry,Calm,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-10-26 07:13:00
864,FR8225-567904,Dry,Windy,1,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-04-05 20:52:00
865,FR2915-258328,Dry,Breezy,10,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-12-06 20:40:00
866,EI6363-732729,Dry,Windy,0,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Regional,2024-11-10 18:27:00
867,FR2500-283959,Light,Calm,0,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-02-16 19:29:00
868,BA2352-606200,Moderate,Calm,3,British Airways,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-11-28 19:54:00
869,BA0786-912394,Light,Breezy,1,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-05-29 21:49:00
870,U23805-277802,Light,Windy,6,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-01-11 13:25:00
871,FR4921-495832,Light,Breezy,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-05-15 07:49:00
872,EI6556-054531,Dry,Windy,3,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-08-27 13:35:00
873,BA4832-998153,Dry,Calm,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-02-13 13:00:00
874,FR9433-375741,Dry,Calm,9,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-07-07 17:44:00
875,EI1551-636844,Dry,Breezy,5,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-11-14 20:23:00
876,BA9442-848486,Light,Windy,1,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-10-25 17:12:00
877,FR1901-697635,Light,Breezy,23,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-02-21 20:39:00
878,BA1730-766810,Dry,Calm,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-06-09 01:12:00
879,EI1394-783835,Dry,Calm,6,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-06-12 19:47:00
880,U27132-103291,Dry,Breezy,0,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-02-23 20:48:00
881,BA4228-669172,Dry,Calm,8,British Airways,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-03-08 18:03:00
882,FR5305-834330,Heavy,Calm,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-02-23 17:32:00
883,FR3166-277114,Dry,Very Windy,7,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-12-02 08:02:00
884,FR2322-057135,Dry,Breezy,2,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-08-23 16:03:00
885,U24031-183708,Light,Breezy,39,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-02-12 11:11:00
886,FR8702-240184,Dry,Very Windy,45,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-02-16 19:41:00
887,FR1449-031346,Light,Breezy,31,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-02-08 18:25:00
888,U23706-657698,Dry,Breezy,4,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-06-18 00:16:00
889,BA3216-107326,Moderate,Very Windy,2,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-08-05 20:04:00
890,EI9318-590862,Dry,Breezy,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-05-24 20:36:00
891,FR2153-664568,Dry,Calm,35,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-05-10 05:12:00
892,U28203-374651,Dry,Calm,5,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-07-10 15:25:00
893,U21701-260514,Light,Calm,25,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-05-28 09:43:00
894,BA7688-873601,Light,Calm,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-04-06 05:33:00
895,EI2390-173652,Dry,Windy,8,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-10-09 15:14:00
896,U26140-503026,Dry,Windy,13,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-10-16 10:27:00
897,U22223-875948,Dry,Calm,3,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-12-08 16:56:00
898,FR3275-373046,Light,Windy,8,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-01-16 14:53:00
899,FR5260-690880,Dry,Calm,5,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-03-17 23:57:00
900,EI6746-082707,Heavy,Calm,5,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-09-06 01:13:00
901,BA9180-427497,Dry,Breezy,5,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-04-11 17:42:00
902,U20571-522763,Moderate,Breezy,4,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-08-31 23:52:00
903,U25278-863119,Dry,Breezy,13,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-05-05 08:42:00
904,BA5871-283179,Moderate,Breezy,7,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-11-10 23:57:00
905,U27106-172531,Dry,Windy,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-06-12 09:29:00
906,U23637-765056,Moderate,Windy,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Widebody,2024-01-20 20:56:00
907,FR0334-253548,Dry,Breezy,7,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-12-09 23:14:00
908,U26902-607338,Moderate,Breezy,0,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-05-03 05:05:00
909,EI9504-373480,Light,Breezy,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-08-01 13:52:00
910,FR6965-135294,Dry,Calm,30,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-03-31 08:24:00
911,EI8926-292734,Moderate,Calm,7,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-09-19 13:59:00
912,U25778-806902,Dry,Windy,3,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-03-05 09:44:00
913,FR5706-650221,Dry,Very Windy,3,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-08-10 14:06:00
914,BA6010-222429,Heavy,Breezy,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-06-27 08:24:00
915,FR1641-667883,Light,Breezy,5,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-02-02 06:11:00
916,EI822-413423,Light,Breezy,0,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-10-30 23:54:00
917,EI8396-620909,Dry,Calm,3,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-03-25 08:26:00
918,U27038-852836,Dry,Calm,5,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-10-02 10:19:00
919,FR6662-386154,Moderate,Calm,8,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-12-21 23:27:00
920,FR2650-850261,Dry,Calm,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-05-09 20:23:00
921,FR4737-430514,Dry,Windy,25,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-07-02 22:31:00
922,BA4473-476924,Moderate,Windy,5,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-11-14 12:37:00
923,FR442-558457,Dry,Windy,25,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-08-18 10:16:00
924,EI624-442574,Moderate,Calm,21,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-12-03 16:43:00
925,EI7748-574556,Light,Very Windy,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-03-27 02:11:00
926,U25036-896205,Dry,Breezy,3,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-09-17 12:22:00
927,BA5788-597874,Dry,Very Windy,26,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-06-12 17:06:00
928,EI5671-700032,Light,Calm,7,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-10-01 20:12:00
929,EI7579-383707,Dry,Breezy,1,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-03-10 11:05:00
930,FR2105-629379,Dry,Breezy,0,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-11-05 17:33:00
931,FR4275-548045,Light,Breezy,2,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-04-22 09:16:00
932,EI0648-403799,Moderate,Calm,6,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-08-29 18:45:00
933,BA7196-250498,Moderate,Breezy,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-08-27 14:35:00
934,EI2729-085717,Light,Windy,9,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-01-04 17:12:00
935,EI7203-542001,Dry,Windy,36,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-12-16 14:42:00
936,U22321-098473,Dry,Windy,0,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-05-26 07:41:00
937,BA882-471698,Dry,Windy,0,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-01-01 08:30:00
938,EI8337-229431,Dry,Breezy,3,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-04-20 02:34:00
939,EI131-384599,Dry,Breezy,1,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-11-20 09:00:00
940,FR1657-264971,Dry,Calm,1,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-06-28 14:14:00
941,EI1067-271854,Light,Windy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-01-23 11:59:00
942,U23793-197160,Light,Windy,29,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-11-26 04:04:00
943,FR8476-030681,Dry,Windy,0,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-08-08 22:59:00
944,EI3777-852470,Dry,Breezy,1,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-03-15 03:07:00
945,EI2153-359517,Light,Calm,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-03-06 04:38:00
946,EI2049-874111,Moderate,Calm,29,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-03-05 14:29:00
947,BA4702-100710,Dry,Breezy,6,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-03-28 17:11:00
948,FR2396-717666,Light,Calm,2,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-08-14 13:26:00
949,EI6198-780009,Light,Very Windy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-08-20 10:37:00
950,FR2561-835886,Dry,Breezy,3,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-05-29 16:38:00
951,BA8277-556193,Dry,Calm,10,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-11-28 18:35:00
952,U28166-390168,Dry,Calm,3,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-07-13 18:35:00
953,U22750-313614,Dry,Very Windy,28,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-02-18 07:05:00
954,U2936-570487,Moderate,Calm,1,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-12-20 09:45:00
955,U20879-909899,Dry,Breezy,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-03-30 12:46:00
956,EI4663-571389,Dry,Breezy,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-09-12 13:38:00
957,U2931-067282,Dry,Windy,6,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-02-02 14:05:00
958,EI3108-886654,Light,Windy,6,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-05-02 10:16:00
959,U26067-971120,Dry,Windy,28,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-03-31 01:18:00
960,BA9278-097532,Dry,Calm,10,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-12-19 20:16:00
961,U28974-997735,Dry,Breezy,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-12-09 16:14:00
962,FR4044-186418,Dry,Calm,0,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-07-26 17:02:00
963,EI1926-263162,Light,Breezy,1,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-12-15 05:29:00
964,EI6044-799396,Light,Windy,9,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-01-09 10:49:00
965,BA9464-737785,Light,Very Windy,1,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-09-20 14:14:00
966,FR1959-779886,Dry,Calm,2,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-11-10 08:02:00
967,FR8177-499987,Heavy,Breezy,15,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-11-28 16:18:00
968,U28751-398021,Light,Breezy,8,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-05-25 13:59:00
969,BA8740-676694,Heavy,Very Windy,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody,2024-06-28 01:39:00
970,EI8866-993729,Dry,Windy,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-04-22 11:25:00
971,BA8370-116800,Light,Breezy,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-07-03 17:05:00
972,BA9088-115632,Dry,Calm,0,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-04-09 15:25:00
